Ticker,Entry Z,Window,Strategy Return,Buy Hold Return,Outperformance,Sharpe,Sortino,Profit Factor,Max Drawdown,Trades,Closed Trades,Win Rate,Avg Trade Return,Exposure Time,Return Per Exposure,Score
TSLA,-2.0,20,0.043131753308780496,0.5779495869304876,-0.5348178336217071,0.20621132859780444,0.15213688658444038,1.0763219042512868,-0.49259239776486263,14,14,0.5714285714285714,0.009056155025827104,0.24330616996507567,0.17727356981934184,-0.551314475346064
SPY,-1.0,10,0.01972755349620714,0.5252290274454612,-0.505501473949254,0.10648000340829282,0.08839478554928715,1.0319633039136473,-0.17267319898343492,39,39,0.6153846153846154,0.0011766330731630976,0.2899884925201381,0.06802874598493652,-0.5563017825527219
META,-1.0,50,0.012078965225431393,0.6221489767420698,-0.6100700115166384,0.19102134451341388,0.12208317680798951,1.0666998461333634,-0.4574242150347806,11,11,0.7272727272727273,0.01106556004791231,0.3281061519903498,0.03681419916133318,-0.8699492115385661
NVDA,-1.5,10,1.5433247072558527,6.451810935522009,-4.908486228266156,0.9940236088282957,0.8685801796508188,1.3778626641519807,-0.24831139500197041,36,35,0.7714285714285715,0.030127575299211853,0.26352128883774456,5.856546596529851,-1.0076441916590266
AAPL,-1.0,20,0.011400337365070845,0.7450374031144495,-0.7336370657493787,0.10695085330042169,0.09185643600297559,1.0323093356045625,-0.19517660626944466,21,21,0.6190476190476191,0.002233231300078723,0.32479627473806755,0.03509996342865898,-1.0635152978345834
AAPL,-1.0,10,0.03277272508049989,0.8721093280722827,-0.8393366029917828,0.14034228819506075,0.1248712379815363,1.0419817960997928,-0.1912170444483835,44,44,0.6363636363636364,0.0021989230558277077,0.34177215189873417,0.09589056597627744,-1.1079484210590658
NVDA,-2.0,20,0.683359351181557,5.779541790899045,-5.096182439717488,0.7000645878416817,0.48274028635390015,1.296428268231122,-0.4001834105210046,14,14,0.8571428571428571,0.04462638001200309,0.18626309662398138,3.668785516655984,-4.716786244204954
NVDA,-1.5,20,0.6205149856573939,5.779541790899045,-5.159026805241651,0.606468289720324,0.48719604800386057,1.2013660789623175,-0.42379934690393395,21,21,0.8095238095238095,0.02881692429131448,0.27939464493597205,2.2209265528320894,-6.520452257370058
NVDA,-1.0,10,0.6168330984432744,6.451810935522009,-5.834977837078735,0.5703738429386921,0.5446601869472621,1.179854505778651,-0.3192185156764582,41,40,0.65,0.016603534513844935,0.32105868814729577,1.9212471775885498,-8.08755551297607
NVDA,-1.0,20,0.17320169239399608,5.779541790899045,-5.606340098505049,0.30704879064447244,0.2602813012209544,1.092297885818955,-0.46143320910889873,22,21,0.8095238095238095,0.012086547860105953,0.3073341094295693,0.5635615672971311,-9.963098484857225
